,Unnamed: 0,Unnamed: 0.1,duration,title,rating,student,difficulty,link,site,skill,comments,subjectivity,comments_score,translated_title,price
1579,12,12,,From Data to Insights with Google Cloud Platform,4.633192389006346,50630.0,Beginner,https://www.coursera.org/specializations/from-data-to-insights-google-cloud-platform,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1580,13,13,,Introduction to Business Analytics and Information Economics,4.62012987012987,19236.0,Beginner,https://www.coursera.org/specializations/analytics-information,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1581,14,14,,Machine Learning for Trading,3.892551892551892,32765.0,Intermediate,https://www.coursera.org/specializations/machine-learning-trading,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1582,15,15,,Data Engineering Foundations,4.617262790951014,388528.0,Beginner,https://www.coursera.org/specializations/data-engineering-foundations,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1583,16,16,11.0,SQL for Data Science Capstone Project,3.862745098039216,15616.0,Intermediate,https://www.coursera.org/learn/sql-data-science-capstone,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1584,17,17,12.0,Intermediate PostgreSQL,4.909090909090909,1749.0,Intermediate,https://www.coursera.org/learn/intermediate-postgresql,cousera,sql,excellent course lots non basic sql postgres material especially liked chapter regex postgres regex sql cooldr chuck awesome really knows knowledge need,0.665,0.64,excellent course lots non basic sql postgres material especially liked chapter regex postgres regex sql cooldr chuck awesome really knows knowledge need,$39 subscription fee per month
1585,18,18,21.0,ÐÐ±ÑÐ°Ð±Ð¾ÑÐºÐ° Ð±Ð¾Ð»ÑÑÐ¸Ñ Ð´Ð°Ð½Ð½ÑÑ,3.333333333333334,493.0,Intermediate,https://www.coursera.org/learn/big-data-processing,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1586,19,19,1.0,SQL Functions,4.269230769230769,1162.0,Beginner,https://www.coursera.org/projects/sql-functions,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1587,20,20,1.0,Retrieve Data using Single-Table SQL Queries,4.632302405498282,6698.0,Beginner,https://www.coursera.org/projects/single-table-sql-queries,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1588,21,21,1.0,Database Design with SQL Server Management Studio (SSMS),4.56043956043956,3680.0,Beginner,https://www.coursera.org/projects/database-design-with-sql-server-management-studio,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1589,22,22,1.0,Retrieve Data with Multiple-Table SQL Queries,4.705128205128205,2904.0,Intermediate,https://www.coursera.org/projects/multiple-table-sql-queries,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1590,23,23,1.0,Explore stock prices with Spark SQL,4.617647058823529,1787.0,Intermediate,https://www.coursera.org/projects/data-exploration-spark-sql,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1591,24,24,12.0,âSQL ÙØ¹ÙÙÙ Ø§ÙØ¨ÙØ§ÙØ§Øª,,151.0,Beginner,https://www.coursera.org/learn/sql-for-data-science-ar,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1592,25,25,1.0,Performing Data Aggregation using SQL Aggregate Functions,4.777777777777778,2325.0,Intermediate,https://www.coursera.org/projects/performing-data-aggregation-using-sql-aggregate-functions,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1593,26,26,1.0,Building Basic Relational Databases inÂ SQL Server Management Studio,4.389221556886228,4766.0,Beginner,https://www.coursera.org/projects/basic-relational-databases-sql,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1594,27,27,2.0,Android Banking Application using SQLite,4.0,44.0,Intermediate,https://www.coursera.org/projects/android-banking-application-using-sqlite,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1595,28,28,11.0,Bases de datos y SQL para ciencia de datos,4.307692307692308,804.0,Beginner,https://www.coursera.org/learn/sql-para-ciencia-de-datos,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1596,29,29,1.0,Manipulating Data with SQL,4.6125,6548.0,Intermediate,https://www.coursera.org/projects/manipulating-data-with-sql,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1597,30,30,4.0,Join Tables in an SQL Query in LibreOffice Base,,18.0,Intermediate,https://www.coursera.org/projects/join-tables-sql-query-libreoffice-base,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1598,31,31,2.0,Validate Data in SQL using MySQL Workbench,,14.0,Intermediate,https://www.coursera.org/projects/validate-data-sql-mysql-workbench,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1599,32,32,4.0,Sort and Filter Data in SQL using MySQL Workbench,,9.0,Intermediate,https://www.coursera.org/projects/sort-filter-data-sql-mysql-workbench,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1600,33,33,3.0,Access SQLite in an Android Studio Project,,33.0,Intermediate,https://www.coursera.org/projects/access-sqlite-android-studio-project,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1601,34,34,3.0,Combine Multiple Pieces of Data in SQL,,7.0,Intermediate,https://www.coursera.org/projects/combine-multiple-pieces-data-sql,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1602,35,35,,Python for Everybody,4.81306160563973,2449269.0,Beginner,https://www.coursera.org/specializations/python,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1603,36,36,10.0,Introduction to Data Analytics,4.761887608069165,79313.0,Beginner,https://www.coursera.org/learn/introduction-to-data-analytics,cousera,sql,course really helped understand concept data analytics viewers points explained data analytics final assignment gives exact idea data analysisa great introductory course ibm coursera start career data analytics learned lot course like skills needed order become good data analystmanaged learn basics data analytics showed possibilities data analysis comprehensive concise course want start learning data generalgreat general broad information data analytics gives good ideas examples career paths followed especially liked ranked various careers specializations,0.5738636363636364,0.3511363636363636,course really helped understand concept data analytics viewers points explained data analytics final assignment gives exact idea data analysisa great introductory course ibm coursera start career data analytics learned lot course like skills needed order become good data analystmanaged learn basics data analytics showed possibilities data analysis comprehensive concise course want start learning data generalgreat general broad information data analytics gives good ideas examples career paths followed especially liked ranked various careers specializations,$39 subscription fee per month
1604,37,37,,SAS Programmer,4.819990480723464,62054.0,Beginner,https://www.coursera.org/professional-certificates/sas-programming,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1605,38,38,16.0,Introduction to Data Science in Python,4.509578860445912,606421.0,Intermediate,https://www.coursera.org/learn/python-data-analysis,cousera,sql,course helped understanding concepts numpy pandas assignments helpful apply concepts provide indepth understanding numpy well pandansassignments way tougher taught class challenging help discussion forums speechless without completion assignments take much timesuper hard course enjoyed thing didnt like specially supposed learning phase assignments hard sometimes pushes look solutioni found course appealing practical basedit helped alot getting hands experience learned solve real world problem python libraries,0.5443452380952379,0.2092261904761904,course helped understanding concepts numpy pandas assignments helpful apply concepts provide indepth understanding numpy well pandansassignments way tougher taught class challenging help discussion forums speechless without completion assignments take much timesuper hard course enjoyed thing didnt like specially supposed learning phase assignments hard sometimes pushes look solutioni found course appealing practical basedit helped alot getting hands experience learned solve real world problem python libraries,$39 subscription fee per month
1606,39,39,12.0,Using Databases with Python,4.772667409583629,378426.0,Mixed,https://www.coursera.org/learn/python-databases,cousera,sql,course worthwhile taking dr severance engaging videos people new python read book chapters prior viewing videos familiarize subject matterthe course great definitely learn many things kind hard went many times back forth lectures however think learn many new thingsi hope little bit challenge assignments easy finished done within minutes comparing jhus r programming hard thoughits excellent course thanks oportunity learn thanks coursera university michigan course dr chuck good enthusiastic teacher best,0.509090909090909,0.3160243741765481,course worthwhile taking dr severance engaging videos people new python read book chapters prior viewing videos familiarize subject matterthe course great definitely learn many things kind hard went many times back forth lectures however think learn many new thingsi hope little bit challenge assignments easy finished done within minutes comparing jhus r programming hard thoughits excellent course thanks oportunity learn thanks coursera university michigan course dr chuck good enthusiastic teacher best,$39 subscription fee per month
1607,40,40,,Learn SQL Basics for Data Science,4.595381351846495,332445.0,Beginner,https://www.coursera.org/specializations/learn-sql-basics-data-science,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1608,41,41,16.0,SQL for Data Science,4.633172884075411,322314.0,Beginner,https://www.coursera.org/learn/sql-for-data-science,cousera,sql,course nice suppose powerpoint presentation accompanies could use effects show us clauses one one spoke would make understanding easierthis course really helped optimizing queries work everyday enhancing understanding rdbms joins analyzing structuring exactly need yielding resultsplease included examples instructor teaching video lectures instructor talented teaching due lack examples video downgrades overall coursewell short course assignments little bit repetitive mostly last course reviews every practical aspects sql assemble bricks writing queries,0.4037878787878787,0.0897727272727272,course nice suppose powerpoint presentation accompanies could use effects show us clauses one one spoke would make understanding easierthis course really helped optimizing queries work everyday enhancing understanding rdbms joins analyzing structuring exactly need yielding resultsplease included examples instructor teaching video lectures instructor talented teaching due lack examples video downgrades overall coursewell short course assignments little bit repetitive mostly last course reviews every practical aspects sql assemble bricks writing queries,$39 subscription fee per month
1609,42,42,8.0,Introduction to Structured Query Language (SQL),4.761400856638952,116229.0,Intermediate,https://www.coursera.org/learn/intro-sql,cousera,sql,great course amazing thing instructor find something new exciting every course thats loved course remaining courses offered dr chuckthank teaching assistants helping questions got stuck course thank coursera dr chuck teaching assistants opportunity learngreat coursera much learn hard catchit totally new mean really days ago didnt even knew sql getting itnnthank muchhello physics major student myanmarin university programming coursei get course covide period get many knowledge sql programming languagethanks,0.5656881313131313,0.2525883838383839,great course amazing thing instructor find something new exciting every course thats loved course remaining courses offered dr chuckthank teaching assistants helping questions got stuck course thank coursera dr chuck teaching assistants opportunity learngreat coursera much learn hard catchit totally new mean really days ago didnt even knew sql getting itnnthank muchhello physics major student myanmarin university programming coursei get course covide period get many knowledge sql programming languagethanks,$39 subscription fee per month
1610,43,43,,Google Data Analytics,4.757661603673616,267240.0,Beginner,https://www.coursera.org/professional-certificates/google-data-analytics,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1611,44,44,,Excel to MySQL: Analytic Techniques for Business,4.56613537273962,631942.0,Beginner,https://www.coursera.org/specializations/excel-mysql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1612,45,45,,Data Science Fundamentals with Python and SQL,4.555307922507482,462137.0,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1613,46,46,,IBM Data Science,4.607258552233707,853318.0,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1614,47,47,,Modern Big Data Analysis with SQL,4.757302325581397,44478.0,Beginner,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1615,48,48,,PostgreSQL for Everybody,4.783597883597884,6491.0,Intermediate,https://www.coursera.org/specializations/postgresql-for-everybody,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1616,49,49,,IBM Data Analyst,4.604283294345406,537307.0,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1617,50,50,,Learn SQL Basics for Data Science,4.595381351846495,332445.0,Beginner,https://www.coursera.org/specializations/learn-sql-basics-data-science,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1618,51,51,16.0,SQL for Data Science,4.633172884075411,322314.0,Beginner,https://www.coursera.org/learn/sql-for-data-science,cousera,sql,course nice suppose powerpoint presentation accompanies could use effects show us clauses one one spoke would make understanding easierthis course really helped optimizing queries work everyday enhancing understanding rdbms joins analyzing structuring exactly need yielding resultsplease included examples instructor teaching video lectures instructor talented teaching due lack examples video downgrades overall coursewell short course assignments little bit repetitive mostly last course reviews every practical aspects sql assemble bricks writing queries,0.4037878787878787,0.0897727272727272,course nice suppose powerpoint presentation accompanies could use effects show us clauses one one spoke would make understanding easierthis course really helped optimizing queries work everyday enhancing understanding rdbms joins analyzing structuring exactly need yielding resultsplease included examples instructor teaching video lectures instructor talented teaching due lack examples video downgrades overall coursewell short course assignments little bit repetitive mostly last course reviews every practical aspects sql assemble bricks writing queries,$39 subscription fee per month
1619,52,52,8.0,Introduction to Structured Query Language (SQL),4.761400856638952,116229.0,Intermediate,https://www.coursera.org/learn/intro-sql,cousera,sql,great course amazing thing instructor find something new exciting every course thats loved course remaining courses offered dr chuckthank teaching assistants helping questions got stuck course thank coursera dr chuck teaching assistants opportunity learngreat coursera much learn hard catchit totally new mean really days ago didnt even knew sql getting itnnthank muchhello physics major student myanmarin university programming coursei get course covide period get many knowledge sql programming languagethanks,0.5656881313131313,0.2525883838383839,great course amazing thing instructor find something new exciting every course thats loved course remaining courses offered dr chuckthank teaching assistants helping questions got stuck course thank coursera dr chuck teaching assistants opportunity learngreat coursera much learn hard catchit totally new mean really days ago didnt even knew sql getting itnnthank muchhello physics major student myanmarin university programming coursei get course covide period get many knowledge sql programming languagethanks,$39 subscription fee per month
1620,53,53,,Google Data Analytics,4.757661603673616,267240.0,Beginner,https://www.coursera.org/professional-certificates/google-data-analytics,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1621,54,54,,Excel to MySQL: Analytic Techniques for Business,4.56613537273962,631942.0,Beginner,https://www.coursera.org/specializations/excel-mysql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1622,55,55,,Data Science Fundamentals with Python and SQL,4.555307922507482,462137.0,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1623,56,56,,IBM Data Science,4.607258552233707,853318.0,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1624,57,57,,Modern Big Data Analysis with SQL,4.757302325581397,44478.0,Beginner,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1625,58,58,,PostgreSQL for Everybody,4.783597883597884,6491.0,Intermediate,https://www.coursera.org/specializations/postgresql-for-everybody,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1626,59,59,,IBM Data Analyst,4.604283294345406,537307.0,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1627,60,60,,Learn SQL Basics for Data Science,4.595381351846495,332445.0,Beginner,https://www.coursera.org/specializations/learn-sql-basics-data-science,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1628,61,61,16.0,SQL for Data Science,4.633172884075411,322314.0,Beginner,https://www.coursera.org/learn/sql-for-data-science,cousera,sql,course nice suppose powerpoint presentation accompanies could use effects show us clauses one one spoke would make understanding easierthis course really helped optimizing queries work everyday enhancing understanding rdbms joins analyzing structuring exactly need yielding resultsplease included examples instructor teaching video lectures instructor talented teaching due lack examples video downgrades overall coursewell short course assignments little bit repetitive mostly last course reviews every practical aspects sql assemble bricks writing queries,0.4037878787878787,0.0897727272727272,course nice suppose powerpoint presentation accompanies could use effects show us clauses one one spoke would make understanding easierthis course really helped optimizing queries work everyday enhancing understanding rdbms joins analyzing structuring exactly need yielding resultsplease included examples instructor teaching video lectures instructor talented teaching due lack examples video downgrades overall coursewell short course assignments little bit repetitive mostly last course reviews every practical aspects sql assemble bricks writing queries,$39 subscription fee per month
1629,62,62,8.0,Introduction to Structured Query Language (SQL),4.761400856638952,116229.0,Intermediate,https://www.coursera.org/learn/intro-sql,cousera,sql,great course amazing thing instructor find something new exciting every course thats loved course remaining courses offered dr chuckthank teaching assistants helping questions got stuck course thank coursera dr chuck teaching assistants opportunity learngreat coursera much learn hard catchit totally new mean really days ago didnt even knew sql getting itnnthank muchhello physics major student myanmarin university programming coursei get course covide period get many knowledge sql programming languagethanks,0.5656881313131313,0.2525883838383839,great course amazing thing instructor find something new exciting every course thats loved course remaining courses offered dr chuckthank teaching assistants helping questions got stuck course thank coursera dr chuck teaching assistants opportunity learngreat coursera much learn hard catchit totally new mean really days ago didnt even knew sql getting itnnthank muchhello physics major student myanmarin university programming coursei get course covide period get many knowledge sql programming languagethanks,$39 subscription fee per month
1630,63,63,,Google Data Analytics,4.757661603673616,267240.0,Beginner,https://www.coursera.org/professional-certificates/google-data-analytics,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1631,64,64,,Excel to MySQL: Analytic Techniques for Business,4.56613537273962,631942.0,Beginner,https://www.coursera.org/specializations/excel-mysql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1632,65,65,,Data Science Fundamentals with Python and SQL,4.555307922507482,462137.0,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1633,66,66,,IBM Data Science,4.607258552233707,853318.0,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1634,67,67,,Modern Big Data Analysis with SQL,4.757302325581397,44478.0,Beginner,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1635,68,68,,PostgreSQL for Everybody,4.783597883597884,6491.0,Intermediate,https://www.coursera.org/specializations/postgresql-for-everybody,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1636,69,69,,IBM Data Analyst,4.604283294345406,537307.0,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1637,70,70,11.0,Essential Cloud Infrastructure: Core Services æ¥æ¬èªç,4.628865979381444,2000.0,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-core-services-jp,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1638,71,71,9.0,Essential Cloud Infrastructure: Core Services en FranÃ§ais,4.571428571428571,273.0,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-core-services-fr,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1639,72,72,19.0,ÐÐ°ÑÐ¸Ð½Ð½Ð¾Ðµ Ð¾Ð±ÑÑÐµÐ½Ð¸Ðµ Ð½Ð° Ð±Ð¾Ð»ÑÑÐ¸Ñ Ð´Ð°Ð½Ð½ÑÑ,4.0,273.0,Intermediate,https://www.coursera.org/learn/machine-learning-on-big-data,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1640,73,73,7.0,Cloud Systems Software,5.0,1166.0,Mixed,https://www.coursera.org/learn/cloud-sys-software,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1641,74,74,1.0,"Master XPath, Css Selector, and Other Locators in Selenium",4.875,163.0,Beginner,https://www.coursera.org/projects/master-xpath-css-selector-other-locators-in-selenium,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1642,75,75,1.0,Deploy a Wordpress Website in AWS EC2,4.71875,1684.0,Intermediate,https://www.coursera.org/projects/deploy-wordpress-aws-ec2,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1643,76,76,1.0,Simple Retrieval Queries in MySQL Workbench,4.621621621621622,1852.0,Beginner,https://www.coursera.org/projects/simple-retrieval-queries-in-mysql-workbench,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1644,77,77,2.0,Data Processing using Python Collections,5.0,137.0,Intermediate,https://www.coursera.org/projects/data-processing-python-collection,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1645,78,78,21.0,Contemporary Data Analysis: Survey and Best Practices,,257.0,Beginner,https://www.coursera.org/learn/contemporary-data-analysis,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1646,79,79,6.0,Importing Data in the Tidyverse,4.631578947368421,594.0,Beginner,https://www.coursera.org/learn/tidyverse-importing-data,cousera,sql,excellent tutorial importing data tidyverse environmentgreat beginners clearly explained easy follow,0.7388888888888889,0.5111111111111112,excellent tutorial importing data tidyverse environmentgreat beginners clearly explained easy follow,$39 subscription fee per month
1647,80,80,,Learn SQL Basics for Data Science,4.595381351846495,332445.0,Beginner,https://www.coursera.org/specializations/learn-sql-basics-data-science,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1648,81,81,16.0,SQL for Data Science,4.633172884075411,322314.0,Beginner,https://www.coursera.org/learn/sql-for-data-science,cousera,sql,course nice suppose powerpoint presentation accompanies could use effects show us clauses one one spoke would make understanding easierthis course really helped optimizing queries work everyday enhancing understanding rdbms joins analyzing structuring exactly need yielding resultsplease included examples instructor teaching video lectures instructor talented teaching due lack examples video downgrades overall coursewell short course assignments little bit repetitive mostly last course reviews every practical aspects sql assemble bricks writing queries,0.4037878787878787,0.0897727272727272,course nice suppose powerpoint presentation accompanies could use effects show us clauses one one spoke would make understanding easierthis course really helped optimizing queries work everyday enhancing understanding rdbms joins analyzing structuring exactly need yielding resultsplease included examples instructor teaching video lectures instructor talented teaching due lack examples video downgrades overall coursewell short course assignments little bit repetitive mostly last course reviews every practical aspects sql assemble bricks writing queries,$39 subscription fee per month
1649,82,82,8.0,Introduction to Structured Query Language (SQL),4.761400856638952,116229.0,Intermediate,https://www.coursera.org/learn/intro-sql,cousera,sql,great course amazing thing instructor find something new exciting every course thats loved course remaining courses offered dr chuckthank teaching assistants helping questions got stuck course thank coursera dr chuck teaching assistants opportunity learngreat coursera much learn hard catchit totally new mean really days ago didnt even knew sql getting itnnthank muchhello physics major student myanmarin university programming coursei get course covide period get many knowledge sql programming languagethanks,0.5656881313131313,0.2525883838383839,great course amazing thing instructor find something new exciting every course thats loved course remaining courses offered dr chuckthank teaching assistants helping questions got stuck course thank coursera dr chuck teaching assistants opportunity learngreat coursera much learn hard catchit totally new mean really days ago didnt even knew sql getting itnnthank muchhello physics major student myanmarin university programming coursei get course covide period get many knowledge sql programming languagethanks,$39 subscription fee per month
1650,83,83,,Google Data Analytics,4.757661603673616,267240.0,Beginner,https://www.coursera.org/professional-certificates/google-data-analytics,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1651,84,84,,Excel to MySQL: Analytic Techniques for Business,4.56613537273962,631942.0,Beginner,https://www.coursera.org/specializations/excel-mysql,cousera,sql,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1652,85,85,,Data Science Fundamentals with Python and SQL,4.555307922507482,462137.0,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1653,86,86,,IBM Data Science,4.607258552233707,853318.0,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1654,87,87,,Modern Big Data Analysis with SQL,4.757302325581397,44478.0,Beginner,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1655,88,88,,PostgreSQL for Everybody,4.783597883597884,6491.0,Intermediate,https://www.coursera.org/specializations/postgresql-for-everybody,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1656,89,89,,IBM Data Analyst,4.604283294345406,537307.0,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1657,90,90,,Learn SQL Basics for Data Science,4.595381351846495,332445.0,Beginner,https://www.coursera.org/specializations/learn-sql-basics-data-science,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1658,91,91,16.0,SQL for Data Science,4.633172884075411,322314.0,Beginner,https://www.coursera.org/learn/sql-for-data-science,cousera,sql,course nice suppose powerpoint presentation accompanies could use effects show us clauses one one spoke would make understanding easierthis course really helped optimizing queries work everyday enhancing understanding rdbms joins analyzing structuring exactly need yielding resultsplease included examples instructor teaching video lectures instructor talented teaching due lack examples video downgrades overall coursewell short course assignments little bit repetitive mostly last course reviews every practical aspects sql assemble bricks writing queries,0.4037878787878787,0.0897727272727272,course nice suppose powerpoint presentation accompanies could use effects show us clauses one one spoke would make understanding easierthis course really helped optimizing queries work everyday enhancing understanding rdbms joins analyzing structuring exactly need yielding resultsplease included examples instructor teaching video lectures instructor talented teaching due lack examples video downgrades overall coursewell short course assignments little bit repetitive mostly last course reviews every practical aspects sql assemble bricks writing queries,$39 subscription fee per month
1659,92,92,8.0,Introduction to Structured Query Language (SQL),4.761400856638952,116229.0,Intermediate,https://www.coursera.org/learn/intro-sql,cousera,sql,great course amazing thing instructor find something new exciting every course thats loved course remaining courses offered dr chuckthank teaching assistants helping questions got stuck course thank coursera dr chuck teaching assistants opportunity learngreat coursera much learn hard catchit totally new mean really days ago didnt even knew sql getting itnnthank muchhello physics major student myanmarin university programming coursei get course covide period get many knowledge sql programming languagethanks,0.5656881313131313,0.2525883838383839,great course amazing thing instructor find something new exciting every course thats loved course remaining courses offered dr chuckthank teaching assistants helping questions got stuck course thank coursera dr chuck teaching assistants opportunity learngreat coursera much learn hard catchit totally new mean really days ago didnt even knew sql getting itnnthank muchhello physics major student myanmarin university programming coursei get course covide period get many knowledge sql programming languagethanks,$39 subscription fee per month
1660,93,93,,Google Data Analytics,4.757661603673616,267240.0,Beginner,https://www.coursera.org/professional-certificates/google-data-analytics,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1661,94,94,,Excel to MySQL: Analytic Techniques for Business,4.56613537273962,631942.0,Beginner,https://www.coursera.org/specializations/excel-mysql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1662,95,95,,Data Science Fundamentals with Python and SQL,4.555307922507482,462137.0,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1663,96,96,,IBM Data Science,4.607258552233707,853318.0,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1664,97,97,,Modern Big Data Analysis with SQL,4.757302325581397,44478.0,Beginner,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1665,98,98,,PostgreSQL for Everybody,4.783597883597884,6491.0,Intermediate,https://www.coursera.org/specializations/postgresql-for-everybody,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1666,99,99,,IBM Data Analyst,4.604283294345406,537307.0,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,cousera,sql,,0.0,0.0,,$39 subscription fee per month
1667,0,0,1.0,Data Analytics en Power BI,4.372340425531915,3416.0,Intermediate,https://www.coursera.org/projects/data-analytics-power-bi,cousera,power bi,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1668,1,1,,IBM Data Analytics with Excel and R,4.736237028945931,98987.0,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,cousera,power bi,,0.0,0.0,,$39 subscription fee per month
1669,2,2,1.0,Create Visualizations and Reports using Power BI,3.5,307.0,Beginner,https://www.coursera.org/projects/create-visualizations-and-reports-using-power-bi,cousera,power bi,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1670,3,3,,Google Project Management:,4.851402293630064,184493.0,Beginner,https://www.coursera.org/professional-certificates/google-project-management,cousera,power bi,,0.0,0.0,,$39 subscription fee per month
1671,4,4,,Advanced Business Analytics,4.556968158744809,197937.0,Intermediate,https://www.coursera.org/specializations/data-analytics-business,cousera,power bi,,0.0,0.0,,$39 subscription fee per month
1672,5,5,1.0,Analyzing Company Performance using Ratios,4.295580110497237,13389.0,Intermediate,https://www.coursera.org/projects/analyze-company-performance-ratios,cousera,power bi,none indicated,0.0,0.0,none indicated,$39 subscription fee per month
1673,6,6,,Data-Driven Decision Making (DDDM),4.377777777777778,4248.0,Beginner,https://www.coursera.org/specializations/data-driven-decision-making,cousera,power bi,,0.0,0.0,,$39 subscription fee per month
